source,target,weight,direction,sourceAltId,targetAltId,id
RACGAP1,AUNIP,0.1304,undirected,NA,NA,RACGAP1-AUNIP
RACGAP1,CENPM,0.1575,undirected,NA,NA,RACGAP1-CENPM
RACGAP1,DSCC1,0.1308,undirected,NA,NA,RACGAP1-DSCC1
RACGAP1,CENPO,0.1586,undirected,NA,NA,RACGAP1-CENPO
RACGAP1,E2F8,0.1198,undirected,NA,NA,RACGAP1-E2F8
RACGAP1,CYBRD1,0.12,undirected,NA,NA,RACGAP1-CYBRD1
RACGAP1,ATAD5,0.1318,undirected,NA,NA,RACGAP1-ATAD5
RACGAP1,WDR76,0.1036,undirected,NA,NA,RACGAP1-WDR76
RACGAP1,PIF1,0.1098,undirected,NA,NA,RACGAP1-PIF1
RACGAP1,C16orf59,0.1402,undirected,NA,NA,RACGAP1-C16orf59
RACGAP1,REEP4,0.1002,undirected,NA,NA,RACGAP1-REEP4
RACGAP1,FAM83D,0.1661,undirected,NA,NA,RACGAP1-FAM83D
RACGAP1,DIAPH3,0.1253,undirected,NA,NA,RACGAP1-DIAPH3
RACGAP1,KIF18A,0.1583,undirected,NA,NA,RACGAP1-KIF18A
RACGAP1,CDCA3,0.1594,undirected,NA,NA,RACGAP1-CDCA3
RACGAP1,MXD3,0.1768,undirected,NA,NA,RACGAP1-MXD3
RACGAP1,GSG2,0.117,undirected,NA,NA,RACGAP1-GSG2
RACGAP1,MND1,0.1345,undirected,NA,NA,RACGAP1-MND1
RACGAP1,GINS4,0.1523,undirected,NA,NA,RACGAP1-GINS4
RACGAP1,MCM8,0.1364,undirected,NA,NA,RACGAP1-MCM8
RACGAP1,PSRC1,0.1035,undirected,NA,NA,RACGAP1-PSRC1
RACGAP1,ARHGEF39,0.1183,undirected,NA,NA,RACGAP1-ARHGEF39
RACGAP1,MASTL,0.1408,undirected,NA,NA,RACGAP1-MASTL
RACGAP1,TICRR,0.1524,undirected,NA,NA,RACGAP1-TICRR
RACGAP1,KNSTRN,0.1153,undirected,NA,NA,RACGAP1-KNSTRN
RACGAP1,HAUS8,0.141,undirected,NA,NA,RACGAP1-HAUS8
RACGAP1,TBC1D31,0.1255,undirected,NA,NA,RACGAP1-TBC1D31
RACGAP1,CDCA5,0.226,undirected,NA,NA,RACGAP1-CDCA5
RACGAP1,RMI2,0.1329,undirected,NA,NA,RACGAP1-RMI2
RACGAP1,E2F7,0.168,undirected,NA,NA,RACGAP1-E2F7
RACGAP1,EME1,0.1292,undirected,NA,NA,RACGAP1-EME1
RACGAP1,CKAP2L,0.2367,undirected,NA,NA,RACGAP1-CKAP2L
RACGAP1,SGOL2,0.1393,undirected,NA,NA,RACGAP1-SGOL2
RACGAP1,SGOL1,0.1696,undirected,NA,NA,RACGAP1-SGOL1
RACGAP1,CDCA2,0.1407,undirected,NA,NA,RACGAP1-CDCA2
RACGAP1,DDIAS,0.1228,undirected,NA,NA,RACGAP1-DDIAS
RACGAP1,CNIH2,0.1473,undirected,NA,NA,RACGAP1-CNIH2
RACGAP1,ASPM,0.1959,undirected,NA,NA,RACGAP1-ASPM
RACGAP1,GAS2L3,0.1426,undirected,NA,NA,RACGAP1-GAS2L3
RACGAP1,WDR62,0.1524,undirected,NA,NA,RACGAP1-WDR62
RACGAP1,C5orf34,0.1379,undirected,NA,NA,RACGAP1-C5orf34
UHRF1,GPSM2,0.1201,undirected,NA,NA,UHRF1-GPSM2
UHRF1,DONSON,0.1099,undirected,NA,NA,UHRF1-DONSON
UHRF1,NUSAP1,0.241,undirected,NA,NA,UHRF1-NUSAP1
UHRF1,DTL,0.1279,undirected,NA,NA,UHRF1-DTL
UHRF1,ANLN,0.1485,undirected,NA,NA,UHRF1-ANLN
UHRF1,FAM64A,0.1483,undirected,NA,NA,UHRF1-FAM64A
UHRF1,ERCC6L,0.1245,undirected,NA,NA,UHRF1-ERCC6L
UHRF1,NCAPG2,0.1068,undirected,NA,NA,UHRF1-NCAPG2
UHRF1,CDCA8,0.2061,undirected,NA,NA,UHRF1-CDCA8
UHRF1,CEP55,0.2577,undirected,NA,NA,UHRF1-CEP55
UHRF1,FANCI,0.1272,undirected,NA,NA,UHRF1-FANCI
UHRF1,NEIL3,0.129,undirected,NA,NA,UHRF1-NEIL3
UHRF1,HJURP,0.2238,undirected,NA,NA,UHRF1-HJURP
UHRF1,MCM10,0.1819,undirected,NA,NA,UHRF1-MCM10
UHRF1,ASF1B,0.17,undirected,NA,NA,UHRF1-ASF1B
UHRF1,PRR11,0.1413,undirected,NA,NA,UHRF1-PRR11
UHRF1,DEPDC1B,0.1128,undirected,NA,NA,UHRF1-DEPDC1B
UHRF1,PBK,0.1202,undirected,NA,NA,UHRF1-PBK
UHRF1,KIF15,0.1377,undirected,NA,NA,UHRF1-KIF15
UHRF1,SPC25,0.131,undirected,NA,NA,UHRF1-SPC25
UHRF1,KIAA1524,0.1079,undirected,NA,NA,UHRF1-KIAA1524
UHRF1,NCAPG,0.2545,undirected,NA,NA,UHRF1-NCAPG
UHRF1,GINS3,0.1041,undirected,NA,NA,UHRF1-GINS3
UHRF1,C17orf53,0.1242,undirected,NA,NA,UHRF1-C17orf53
UHRF1,CENPM,0.1227,undirected,NA,NA,UHRF1-CENPM
UHRF1,CENPO,0.1323,undirected,NA,NA,UHRF1-CENPO
UHRF1,E2F8,0.1083,undirected,NA,NA,UHRF1-E2F8
UHRF1,WDR76,0.1025,undirected,NA,NA,UHRF1-WDR76
UHRF1,C16orf59,0.1154,undirected,NA,NA,UHRF1-C16orf59
UHRF1,FAM83D,0.1482,undirected,NA,NA,UHRF1-FAM83D
UHRF1,KIF18A,0.1215,undirected,NA,NA,UHRF1-KIF18A
UHRF1,CDCA3,0.1461,undirected,NA,NA,UHRF1-CDCA3
UHRF1,MXD3,0.1361,undirected,NA,NA,UHRF1-MXD3
UHRF1,GSG2,0.1039,undirected,NA,NA,UHRF1-GSG2
UHRF1,GINS4,0.134,undirected,NA,NA,UHRF1-GINS4
UHRF1,MCM8,0.1073,undirected,NA,NA,UHRF1-MCM8
UHRF1,MASTL,0.1089,undirected,NA,NA,UHRF1-MASTL
UHRF1,TICRR,0.1304,undirected,NA,NA,UHRF1-TICRR
UHRF1,HAUS8,0.1174,undirected,NA,NA,UHRF1-HAUS8
UHRF1,CDCA5,0.2622,undirected,NA,NA,UHRF1-CDCA5
UHRF1,RMI2,0.1124,undirected,NA,NA,UHRF1-RMI2
UHRF1,E2F7,0.1413,undirected,NA,NA,UHRF1-E2F7
UHRF1,EME1,0.1122,undirected,NA,NA,UHRF1-EME1
UHRF1,CKAP2L,0.2525,undirected,NA,NA,UHRF1-CKAP2L
UHRF1,SGOL1,0.1676,undirected,NA,NA,UHRF1-SGOL1
UHRF1,CDCA2,0.1116,undirected,NA,NA,UHRF1-CDCA2
UHRF1,CNIH2,0.1362,undirected,NA,NA,UHRF1-CNIH2
UHRF1,ASPM,0.2046,undirected,NA,NA,UHRF1-ASPM
UHRF1,GAS2L3,0.1009,undirected,NA,NA,UHRF1-GAS2L3
UHRF1,WDR62,0.1255,undirected,NA,NA,UHRF1-WDR62
USP25,F11R,0.1032,undirected,NA,NA,USP25-F11R
USP25,ABHD17B,0.12,undirected,NA,NA,USP25-ABHD17B
USP25,ERGIC2,0.1081,undirected,NA,NA,USP25-ERGIC2
USP25,LUC7L3,0.1421,undirected,NA,NA,USP25-LUC7L3
USP25,WSB2,0.1021,undirected,NA,NA,USP25-WSB2
USP25,UTP3,0.1354,undirected,NA,NA,USP25-UTP3
USP25,RNASEH2B,0.1337,undirected,NA,NA,USP25-RNASEH2B
USP25,NAA50,0.1184,undirected,NA,NA,USP25-NAA50
USP25,RAB33B,0.1254,undirected,NA,NA,USP25-RAB33B
USP25,NACAP1,0.105,undirected,NA,NA,USP25-NACAP1
USP25,FYTTD1,0.1107,undirected,NA,NA,USP25-FYTTD1
USP25,SUMO1P3,0.1259,undirected,NA,NA,USP25-SUMO1P3
VPREB3,TRAT1,0.1134,undirected,NA,NA,VPREB3-TRAT1
VPREB3,PLAC8,0.1216,undirected,NA,NA,VPREB3-PLAC8
VPREB3,SASH3,0.1074,undirected,NA,NA,VPREB3-SASH3
VPREB3,LIME1,0.1271,undirected,NA,NA,VPREB3-LIME1
VPREB3,ARHGAP9,0.1049,undirected,NA,NA,VPREB3-ARHGAP9
VPREB3,BCL11B,0.1163,undirected,NA,NA,VPREB3-BCL11B
VPREB3,PVRIG,0.1856,undirected,NA,NA,VPREB3-PVRIG
VPREB3,TRAF3IP3,0.1578,undirected,NA,NA,VPREB3-TRAF3IP3
VPREB3,PYHIN1,0.1633,undirected,NA,NA,VPREB3-PYHIN1
VPREB3,SAMD3,0.1127,undirected,NA,NA,VPREB3-SAMD3
VPREB3,P2RY8,0.1482,undirected,NA,NA,VPREB3-P2RY8
VPREB3,TBC1D10C,0.1719,undirected,NA,NA,VPREB3-TBC1D10C
ICOS,GPR132,0.126,undirected,NA,NA,ICOS-GPR132
ICOS,IL21R,0.1317,undirected,NA,NA,ICOS-IL21R
ICOS,DEF6,0.1313,undirected,NA,NA,ICOS-DEF6
ICOS,TRAT1,0.1801,undirected,NA,NA,ICOS-TRAT1
ICOS,LAP3,0.1125,undirected,NA,NA,ICOS-LAP3
ICOS,MZB1,0.1306,undirected,NA,NA,ICOS-MZB1
ICOS,PLAC8,0.1366,undirected,NA,NA,ICOS-PLAC8
ICOS,PLA1A,0.1291,undirected,NA,NA,ICOS-PLA1A
ICOS,CRLF3,0.1122,undirected,NA,NA,ICOS-CRLF3
ICOS,GHRL,0.1067,undirected,NA,NA,ICOS-GHRL
ICOS,UBASH3A,0.1819,undirected,NA,NA,ICOS-UBASH3A
ICOS,SASH3,0.1451,undirected,NA,NA,ICOS-SASH3
ICOS,LIME1,0.1679,undirected,NA,NA,ICOS-LIME1
ICOS,SIRPG,0.1857,undirected,NA,NA,ICOS-SIRPG
ICOS,PAG1,0.1088,undirected,NA,NA,ICOS-PAG1
ICOS,ARHGAP15,0.1211,undirected,NA,NA,ICOS-ARHGAP15
ICOS,CAMK1G,0.1224,undirected,NA,NA,ICOS-CAMK1G
ICOS,STAMBPL1,0.1156,undirected,NA,NA,ICOS-STAMBPL1
ICOS,SLAMF7,0.1752,undirected,NA,NA,ICOS-SLAMF7
ICOS,APOBEC3G,0.165,undirected,NA,NA,ICOS-APOBEC3G
ICOS,MYO1G,0.1038,undirected,NA,NA,ICOS-MYO1G
ICOS,IFIH1,0.101,undirected,NA,NA,ICOS-IFIH1
ICOS,ARHGAP9,0.1333,undirected,NA,NA,ICOS-ARHGAP9
ICOS,BCL11B,0.1293,undirected,NA,NA,ICOS-BCL11B
ICOS,RASAL3,0.1469,undirected,NA,NA,ICOS-RASAL3
ICOS,PVRIG,0.1874,undirected,NA,NA,ICOS-PVRIG
ICOS,ZBED2,0.1168,undirected,NA,NA,ICOS-ZBED2
ICOS,TMEM156,0.1073,undirected,NA,NA,ICOS-TMEM156
ICOS,WNT10A,0.1392,undirected,NA,NA,ICOS-WNT10A
ICOS,TRAF3IP3,0.178,undirected,NA,NA,ICOS-TRAF3IP3
ICOS,PDCD1LG2,0.1163,undirected,NA,NA,ICOS-PDCD1LG2
ICOS,TLR10,0.1258,undirected,NA,NA,ICOS-TLR10
ICOS,FCRL5,0.1143,undirected,NA,NA,ICOS-FCRL5
ICOS,RTBDN,0.1181,undirected,NA,NA,ICOS-RTBDN
ICOS,NLRC5,0.1601,undirected,NA,NA,ICOS-NLRC5
ICOS,SLA2,0.166,undirected,NA,NA,ICOS-SLA2
ICOS,CARD11,0.1319,undirected,NA,NA,ICOS-CARD11
ICOS,KBTBD8,0.104,undirected,NA,NA,ICOS-KBTBD8
ICOS,IGLL3P,0.1086,undirected,NA,NA,ICOS-IGLL3P
ICOS,PCED1B,0.1081,undirected,NA,NA,ICOS-PCED1B
ICOS,EPSTI1,0.1087,undirected,NA,NA,ICOS-EPSTI1
ICOS,CARD16,0.1255,undirected,NA,NA,ICOS-CARD16
ICOS,FCRL3,0.116,undirected,NA,NA,ICOS-FCRL3
ICOS,GBP4,0.1442,undirected,NA,NA,ICOS-GBP4
ICOS,GBP5,0.1546,undirected,NA,NA,ICOS-GBP5
ICOS,BATF2,0.1129,undirected,NA,NA,ICOS-BATF2
ICOS,ARAP2,0.1051,undirected,NA,NA,ICOS-ARAP2
ICOS,TAGAP,0.114,undirected,NA,NA,ICOS-TAGAP
ICOS,SNX20,0.119,undirected,NA,NA,ICOS-SNX20
ICOS,ZNF831,0.1624,undirected,NA,NA,ICOS-ZNF831
ICOS,DCANP1,0.1321,undirected,NA,NA,ICOS-DCANP1
ICOS,TMC8,0.1069,undirected,NA,NA,ICOS-TMC8
ICOS,PYHIN1,0.2018,undirected,NA,NA,ICOS-PYHIN1
ICOS,MEI1,0.1547,undirected,NA,NA,ICOS-MEI1
ICOS,BTLA,0.1814,undirected,NA,NA,ICOS-BTLA
ICOS,SAMD3,0.174,undirected,NA,NA,ICOS-SAMD3
ICOS,CLEC12A,0.1252,undirected,NA,NA,ICOS-CLEC12A
ICOS,APOBEC3H,0.1738,undirected,NA,NA,ICOS-APOBEC3H
ICOS,NLRC3,0.1538,undirected,NA,NA,ICOS-NLRC3
ICOS,SPNS3,0.1014,undirected,NA,NA,ICOS-SPNS3
ICOS,TIGIT,0.1628,undirected,NA,NA,ICOS-TIGIT
ICOS,FGD2,0.1037,undirected,NA,NA,ICOS-FGD2
ICOS,MCOLN2,0.1492,undirected,NA,NA,ICOS-MCOLN2
ICOS,NAPSB,0.1127,undirected,NA,NA,ICOS-NAPSB
ICOS,ZNF683,0.1814,undirected,NA,NA,ICOS-ZNF683
ICOS,ARHGAP30,0.1358,undirected,NA,NA,ICOS-ARHGAP30
ICOS,NCR3,0.1538,undirected,NA,NA,ICOS-NCR3
ICOS,RGL4,0.1604,undirected,NA,NA,ICOS-RGL4
ICOS,P2RY8,0.1341,undirected,NA,NA,ICOS-P2RY8
ICOS,C1orf228,0.1063,undirected,NA,NA,ICOS-C1orf228
ICOS,TBC1D10C,0.1869,undirected,NA,NA,ICOS-TBC1D10C
ICOS,THEMIS,0.1783,undirected,NA,NA,ICOS-THEMIS
ICOS,TARP,0.1389,undirected,NA,NA,ICOS-TARP
ICOS,ARRDC5,0.137,undirected,NA,NA,ICOS-ARRDC5
ICOS,NCF1,0.1073,undirected,NA,NA,ICOS-NCF1
ICOS,NCF1C,0.1004,undirected,NA,NA,ICOS-NCF1C
ALG5,IER3IP1,0.1028,undirected,NA,NA,ALG5-IER3IP1
ALG5,ERGIC2,0.1151,undirected,NA,NA,ALG5-ERGIC2
ALG5,LUC7L3,0.1081,undirected,NA,NA,ALG5-LUC7L3
ALG5,RNASEH2B,0.1315,undirected,NA,NA,ALG5-RNASEH2B
ALG5,RAB33B,0.1011,undirected,NA,NA,ALG5-RAB33B
ALG5,SUMO1P3,0.1088,undirected,NA,NA,ALG5-SUMO1P3
SNX10,RNASEH2B,0.1167,undirected,NA,NA,SNX10-RNASEH2B
GPSM2,DONSON,0.1017,undirected,NA,NA,GPSM2-DONSON
GPSM2,NUSAP1,0.2034,undirected,NA,NA,GPSM2-NUSAP1
GPSM2,ANLN,0.1324,undirected,NA,NA,GPSM2-ANLN
GPSM2,FAM64A,0.1198,undirected,NA,NA,GPSM2-FAM64A
GPSM2,CDCA8,0.1793,undirected,NA,NA,GPSM2-CDCA8
GPSM2,CEP55,0.221,undirected,NA,NA,GPSM2-CEP55
GPSM2,HJURP,0.2006,undirected,NA,NA,GPSM2-HJURP
GPSM2,MCM10,0.1752,undirected,NA,NA,GPSM2-MCM10
GPSM2,ASF1B,0.1249,undirected,NA,NA,GPSM2-ASF1B
GPSM2,DEPDC1B,0.1038,undirected,NA,NA,GPSM2-DEPDC1B
GPSM2,PBK,0.105,undirected,NA,NA,GPSM2-PBK
GPSM2,KIF15,0.1281,undirected,NA,NA,GPSM2-KIF15
GPSM2,SPC25,0.1205,undirected,NA,NA,GPSM2-SPC25
GPSM2,NCAPG,0.1985,undirected,NA,NA,GPSM2-NCAPG
GPSM2,FAM83D,0.1156,undirected,NA,NA,GPSM2-FAM83D
GPSM2,KIF18A,0.1169,undirected,NA,NA,GPSM2-KIF18A
GPSM2,CDCA3,0.1287,undirected,NA,NA,GPSM2-CDCA3
GPSM2,CDCA5,0.2078,undirected,NA,NA,GPSM2-CDCA5
GPSM2,CKAP2L,0.2233,undirected,NA,NA,GPSM2-CKAP2L
GPSM2,SGOL1,0.1457,undirected,NA,NA,GPSM2-SGOL1
GPSM2,ASPM,0.1945,undirected,NA,NA,GPSM2-ASPM
HCFC2,ABHD17B,0.1011,undirected,NA,NA,HCFC2-ABHD17B
HCFC2,ERGIC2,0.1179,undirected,NA,NA,HCFC2-ERGIC2
HCFC2,LUC7L3,0.1292,undirected,NA,NA,HCFC2-LUC7L3
HCFC2,WSB2,0.109,undirected,NA,NA,HCFC2-WSB2
HCFC2,UTP3,0.1038,undirected,NA,NA,HCFC2-UTP3
HCFC2,RNASEH2B,0.1375,undirected,NA,NA,HCFC2-RNASEH2B
HCFC2,RAB33B,0.1224,undirected,NA,NA,HCFC2-RAB33B
HCFC2,FYTTD1,0.1185,undirected,NA,NA,HCFC2-FYTTD1
HCFC2,SUMO1P3,0.1148,undirected,NA,NA,HCFC2-SUMO1P3
GPR132,TRAT1,0.1398,undirected,NA,NA,GPR132-TRAT1
GPR132,TLR8,0.1128,undirected,NA,NA,GPR132-TLR8
GPR132,PLAC8,0.137,undirected,NA,NA,GPR132-PLAC8
GPR132,SASH3,0.1866,undirected,NA,NA,GPR132-SASH3
GPR132,LIME1,0.1354,undirected,NA,NA,GPR132-LIME1
GPR132,GIMAP4,0.1239,undirected,NA,NA,GPR132-GIMAP4
GPR132,PARVG,0.1255,undirected,NA,NA,GPR132-PARVG
GPR132,ARHGAP9,0.176,undirected,NA,NA,GPR132-ARHGAP9
GPR132,BCL11B,0.1378,undirected,NA,NA,GPR132-BCL11B
GPR132,RASAL3,0.1312,undirected,NA,NA,GPR132-RASAL3
GPR132,PVRIG,0.2229,undirected,NA,NA,GPR132-PVRIG
GPR132,TRAF3IP3,0.1987,undirected,NA,NA,GPR132-TRAF3IP3
GPR132,FERMT3,0.1416,undirected,NA,NA,GPR132-FERMT3
GPR132,AMICA1,0.1071,undirected,NA,NA,GPR132-AMICA1
GPR132,DCANP1,0.1055,undirected,NA,NA,GPR132-DCANP1
GPR132,PYHIN1,0.2056,undirected,NA,NA,GPR132-PYHIN1
GPR132,SAMD3,0.1447,undirected,NA,NA,GPR132-SAMD3
GPR132,FGD2,0.1024,undirected,NA,NA,GPR132-FGD2
GPR132,ARHGAP30,0.1846,undirected,NA,NA,GPR132-ARHGAP30
GPR132,P2RY8,0.1818,undirected,NA,NA,GPR132-P2RY8
GPR132,TBC1D10C,0.2063,undirected,NA,NA,GPR132-TBC1D10C
GPR132,NCF1C,0.117,undirected,NA,NA,GPR132-NCF1C
UBQLN2,ABHD17B,0.1005,undirected,NA,NA,UBQLN2-ABHD17B
UBQLN2,LUC7L3,0.1131,undirected,NA,NA,UBQLN2-LUC7L3
UBQLN2,UTP3,0.1239,undirected,NA,NA,UBQLN2-UTP3
UBQLN2,NAA50,0.1031,undirected,NA,NA,UBQLN2-NAA50
DONSON,NUSAP1,0.1749,undirected,NA,NA,DONSON-NUSAP1
DONSON,ANLN,0.1137,undirected,NA,NA,DONSON-ANLN
DONSON,FAM64A,0.1058,undirected,NA,NA,DONSON-FAM64A
DONSON,ERCC6L,0.1001,undirected,NA,NA,DONSON-ERCC6L
DONSON,CDCA8,0.1532,undirected,NA,NA,DONSON-CDCA8
DONSON,CEP55,0.1909,undirected,NA,NA,DONSON-CEP55
DONSON,HJURP,0.1702,undirected,NA,NA,DONSON-HJURP
DONSON,MCM10,0.1468,undirected,NA,NA,DONSON-MCM10
DONSON,ASF1B,0.1107,undirected,NA,NA,DONSON-ASF1B
DONSON,PRR11,0.1048,undirected,NA,NA,DONSON-PRR11
DONSON,KIF15,0.1072,undirected,NA,NA,DONSON-KIF15
DONSON,SPC25,0.1058,undirected,NA,NA,DONSON-SPC25
DONSON,NCAPG,0.1752,undirected,NA,NA,DONSON-NCAPG
DONSON,CENPO,0.1012,undirected,NA,NA,DONSON-CENPO
DONSON,FAM83D,0.1059,undirected,NA,NA,DONSON-FAM83D
DONSON,KIF18A,0.1007,undirected,NA,NA,DONSON-KIF18A
DONSON,CDCA3,0.1113,undirected,NA,NA,DONSON-CDCA3
DONSON,CDCA5,0.1846,undirected,NA,NA,DONSON-CDCA5
DONSON,CKAP2L,0.1908,undirected,NA,NA,DONSON-CKAP2L
DONSON,SGOL1,0.1303,undirected,NA,NA,DONSON-SGOL1
DONSON,ASPM,0.1602,undirected,NA,NA,DONSON-ASPM
PILRA,PARVG,0.1211,undirected,NA,NA,PILRA-PARVG
PILRA,FERMT3,0.1347,undirected,NA,NA,PILRA-FERMT3
PILRA,C1orf162,0.1184,undirected,NA,NA,PILRA-C1orf162
PILRA,ARHGAP30,0.1206,undirected,NA,NA,PILRA-ARHGAP30
LMCD1,GLT8D2,0.1091,undirected,NA,NA,LMCD1-GLT8D2
SLC40A1,CEP55,0.1011,undirected,NA,NA,SLC40A1-CEP55
SLC40A1,CDCA5,0.1052,undirected,NA,NA,SLC40A1-CDCA5
DNTTIP2,ABHD17B,0.109,undirected,NA,NA,DNTTIP2-ABHD17B
DNTTIP2,ERGIC2,0.1056,undirected,NA,NA,DNTTIP2-ERGIC2
DNTTIP2,LUC7L3,0.1427,undirected,NA,NA,DNTTIP2-LUC7L3
DNTTIP2,UTP3,0.1305,undirected,NA,NA,DNTTIP2-UTP3
DNTTIP2,RNASEH2B,0.1271,undirected,NA,NA,DNTTIP2-RNASEH2B
DNTTIP2,NAA50,0.119,undirected,NA,NA,DNTTIP2-NAA50
DNTTIP2,RAB33B,0.1119,undirected,NA,NA,DNTTIP2-RAB33B
DNTTIP2,NACAP1,0.1035,undirected,NA,NA,DNTTIP2-NACAP1
DNTTIP2,FYTTD1,0.1011,undirected,NA,NA,DNTTIP2-FYTTD1
DNTTIP2,SUMO1P3,0.1353,undirected,NA,NA,DNTTIP2-SUMO1P3
EHD2,PTRF,0.1034,undirected,NA,NA,EHD2-PTRF
G0S2,MLXIPL,0.1432,undirected,NA,NA,G0S2-MLXIPL
G0S2,ACSM5,0.1439,undirected,NA,NA,G0S2-ACSM5
G0S2,MRAP,0.2181,undirected,NA,NA,G0S2-MRAP
G0S2,SLC7A10,0.2796,undirected,NA,NA,G0S2-SLC7A10
G0S2,SEMA3G,0.1196,undirected,NA,NA,G0S2-SEMA3G
G0S2,GPAM,0.1929,undirected,NA,NA,G0S2-GPAM
G0S2,CIDEC,0.191,undirected,NA,NA,G0S2-CIDEC
G0S2,TNMD,0.2366,undirected,NA,NA,G0S2-TNMD
G0S2,MARC1,0.1253,undirected,NA,NA,G0S2-MARC1
G0S2,LINC00341,0.1343,undirected,NA,NA,G0S2-LINC00341
G0S2,SVEP1,0.1012,undirected,NA,NA,G0S2-SVEP1
G0S2,ITIH5,0.1386,undirected,NA,NA,G0S2-ITIH5
G0S2,CCDC3,0.1006,undirected,NA,NA,G0S2-CCDC3
G0S2,FGFBP2,0.1054,undirected,NA,NA,G0S2-FGFBP2
G0S2,DGAT2,0.1839,undirected,NA,NA,G0S2-DGAT2
G0S2,LGALS12,0.1852,undirected,NA,NA,G0S2-LGALS12
G0S2,CHRDL1,0.1641,undirected,NA,NA,G0S2-CHRDL1
G0S2,HSPB6,0.1832,undirected,NA,NA,G0S2-HSPB6
G0S2,TMEM37,0.1317,undirected,NA,NA,G0S2-TMEM37
G0S2,CIDECP,0.2295,undirected,NA,NA,G0S2-CIDECP
G0S2,LVRN,0.22,undirected,NA,NA,G0S2-LVRN
G0S2,HEPACAM,0.1972,undirected,NA,NA,G0S2-HEPACAM
G0S2,TUSC5,0.2332,undirected,NA,NA,G0S2-TUSC5
G0S2,HSD17B13,0.1053,undirected,NA,NA,G0S2-HSD17B13
G0S2,AQP7P1,0.2577,undirected,NA,NA,G0S2-AQP7P1
G0S2,C14orf180,0.2412,undirected,NA,NA,G0S2-C14orf180
NOX4,DACT1,0.1408,undirected,NA,NA,NOX4-DACT1
NOX4,KIF26B,0.1079,undirected,NA,NA,NOX4-KIF26B
NOX4,TSHZ3,0.1048,undirected,NA,NA,NOX4-TSHZ3
NOX4,SYNDIG1,0.1256,undirected,NA,NA,NOX4-SYNDIG1
NOX4,GLT8D2,0.1536,undirected,NA,NA,NOX4-GLT8D2
NOX4,ANTXR1,0.1052,undirected,NA,NA,NOX4-ANTXR1
NOX4,FNDC1,0.1024,undirected,NA,NA,NOX4-FNDC1
NOX4,SCARF2,0.1049,undirected,NA,NA,NOX4-SCARF2
NOX4,CTHRC1,0.1251,undirected,NA,NA,NOX4-CTHRC1
NOX4,CMTM3,0.1109,undirected,NA,NA,NOX4-CMTM3
NOX4,C14orf37,0.1071,undirected,NA,NA,NOX4-C14orf37
NOX4,PPAPDC1A,0.1278,undirected,NA,NA,NOX4-PPAPDC1A
COL5A3,PTRF,0.1167,undirected,NA,NA,COL5A3-PTRF
IL21R,TRAT1,0.1161,undirected,NA,NA,IL21R-TRAT1
IL21R,SASH3,0.1383,undirected,NA,NA,IL21R-SASH3
IL21R,LIME1,0.1125,undirected,NA,NA,IL21R-LIME1
IL21R,ARHGAP9,0.125,undirected,NA,NA,IL21R-ARHGAP9
IL21R,BCL11B,0.1082,undirected,NA,NA,IL21R-BCL11B
IL21R,RASAL3,0.1056,undirected,NA,NA,IL21R-RASAL3
IL21R,PVRIG,0.1711,undirected,NA,NA,IL21R-PVRIG
IL21R,TRAF3IP3,0.1591,undirected,NA,NA,IL21R-TRAF3IP3
IL21R,FERMT3,0.1102,undirected,NA,NA,IL21R-FERMT3
IL21R,GBP5,0.1153,undirected,NA,NA,IL21R-GBP5
IL21R,PYHIN1,0.1703,undirected,NA,NA,IL21R-PYHIN1
IL21R,SAMD3,0.118,undirected,NA,NA,IL21R-SAMD3
IL21R,ARHGAP30,0.1378,undirected,NA,NA,IL21R-ARHGAP30
IL21R,P2RY8,0.1301,undirected,NA,NA,IL21R-P2RY8
IL21R,TBC1D10C,0.1557,undirected,NA,NA,IL21R-TBC1D10C
DEF6,TRAT1,0.1242,undirected,NA,NA,DEF6-TRAT1
DEF6,TLR8,0.1173,undirected,NA,NA,DEF6-TLR8
DEF6,PLAC8,0.121,undirected,NA,NA,DEF6-PLAC8
DEF6,SASH3,0.188,undirected,NA,NA,DEF6-SASH3
DEF6,LIME1,0.132,undirected,NA,NA,DEF6-LIME1
DEF6,GIMAP4,0.1284,undirected,NA,NA,DEF6-GIMAP4
DEF6,PARVG,0.1352,undirected,NA,NA,DEF6-PARVG
DEF6,ARHGAP9,0.1709,undirected,NA,NA,DEF6-ARHGAP9
DEF6,BCL11B,0.1226,undirected,NA,NA,DEF6-BCL11B
DEF6,RASAL3,0.1406,undirected,NA,NA,DEF6-RASAL3
DEF6,PVRIG,0.1962,undirected,NA,NA,DEF6-PVRIG
DEF6,TRAF3IP3,0.1852,undirected,NA,NA,DEF6-TRAF3IP3
DEF6,FERMT3,0.1409,undirected,NA,NA,DEF6-FERMT3
DEF6,RCSD1,0.1059,undirected,NA,NA,DEF6-RCSD1
DEF6,GBP5,0.1054,undirected,NA,NA,DEF6-GBP5
DEF6,AMICA1,0.1012,undirected,NA,NA,DEF6-AMICA1
DEF6,C1orf162,0.1017,undirected,NA,NA,DEF6-C1orf162
DEF6,PYHIN1,0.1991,undirected,NA,NA,DEF6-PYHIN1
DEF6,SAMD3,0.1393,undirected,NA,NA,DEF6-SAMD3
